userId,movieId,rating,timestamp
586,78499,4.5,1529903138
428,551,4.0,1111524154
525,93510,4.0,1476476628
599,1777,2.5,1498515681
414,88129,5.0,1324237914
70,858,5.0,1355198320
312,5502,3.0,1043175688
103,109374,4.0,1432086538
469,196,2.0,965335966
517,2421,0.5,1487957361
177,49530,4.0,1435524662
95,6711,4.5,1069614288
583,3988,4.0,1481474513
438,30816,3.0,1105649606
182,6890,4.5,1077069107
23,1217,3.5,1107341647
68,1208,3.0,1158532363
264,150,4.0,1136978697
483,99087,3.0,1415576826
489,98809,4.0,1355780780
64,1120,3.5,1161564472
600,5956,2.5,1237713731
318,111360,3.0,1526806668
202,356,5.0,974924053
586,177765,4.0,1529899170
42,3695,1.0,996260241
190,2959,4.0,1504309945
367,4535,4.0,997813512
514,4995,4.0,1533949192
198,66,1.0,1034135137
244,479,2.0,975091915
290,2067,5.0,974942150
608,441,4.5,1117408069
369,7132,3.5,1237083089
330,50,5.0,1285904637
479,3893,4.0,1039367332
606,2875,3.0,1171405021
19,1845,3.0,965706276
247,63082,2.5,1467644327
600,4310,2.0,1237742400
113,2699,1.0,980051234
216,497,4.0,975212597
489,1408,4.0,1334171218
172,1994,3.5,1238715976
380,1256,4.0,1494804191
298,1129,3.0,1450452550
391,70,1.0,1030944454
325,3809,2.0,1039396588
232,3745,2.5,1218169317
34,7438,4.5,1162048087
368,257,3.0,971276863
596,92954,3.5,1535828758
603,3046,4.0,954482305
115,2394,3.0,948322747
425,3052,3.5,1085490843
428,1587,2.5,1111524524
448,1968,3.0,1019127229
274,3439,3.0,1197067521
201,1198,5.0,939227364
599,5508,3.0,1498527016
580,653,3.0,1167792598
452,2947,4.0,1013394784
474,2139,4.0,1137521182
62,104863,4.0,1528843953
232,653,3.0,1218170236
480,27839,2.5,1179166249
425,2105,3.0,1085490951
19,3264,3.0,965705040
603,2289,5.0,963178125
509,5971,4.0,1435992329
305,31685,2.5,1460136256
19,330,3.0,965705097
18,1020,3.5,1456955800
212,2858,3.5,1490114770
438,44191,4.0,1142805069
314,589,5.0,834241492
294,2723,2.0,966634162
440,1921,3.5,1237569118
298,72998,3.0,1449588973
576,2289,5.0,1358151542
21,5218,4.0,1407617661
346,247,4.0,1133799697
169,3147,4.5,1078285074
339,908,4.5,1460519002
608,1603,2.5,1117507275
599,5111,1.5,1519177111
606,4886,4.0,1173570104
373,185,3.0,846829949
539,3608,3.0,1332474466
588,349,4.0,839316092
439,318,5.0,1436943744
489,33836,1.5,1333658243
177,911,4.0,1435536014
414,8641,3.0,1122560776
313,29,4.0,1030474666
561,1257,4.0,1491095079
600,2290,3.5,1237763980
481,1588,1.0,884773814
89,62155,3.5,1520408845
428,6537,2.0,1111623464
294,2355,3.0,966595310
227,1961,4.5,1447209713
288,3018,3.0,976138615
318,105254,4.0,1439059638
139,79293,1.5,1453925398
177,247,3.0,1435891198
600,1031,2.5,1237851813
276,466,5.0,858351214
249,79134,3.0,1353800819
298,3967,2.0,1449592114
606,6070,4.0,1171326858
305,56145,3.0,1460136822
599,1366,2.5,1498514176
354,5445,3.5,1200870121
249,3268,3.0,1356439384
351,381,3.0,1325978096
414,27904,4.0,1155051787
464,8360,3.0,1275549437
483,96588,4.0,1415575954
428,5025,3.0,1111624002
597,2871,5.0,941640860
317,90439,4.0,1430514686
322,6787,4.0,1217677754
275,1211,4.0,1049076933
348,4865,5.0,1378849974
609,185,3.0,847220937
40,432,3.0,832059116
377,5113,2.5,1340342964
177,111921,5.0,1435720961
239,4262,4.5,1221159440
190,7438,4.0,1504310074
295,1201,3.5,1320064990
413,97304,5.0,1484439652
68,52435,3.5,1230498254
380,68954,5.0,1493420232
432,51662,4.0,1315243300
502,520,5.0,1111758060
599,2281,2.5,1498517222
524,457,5.0,851608781
360,1584,4.0,884997666
410,913,4.0,990909374
