userId,movieId,rating,timestamp
448,98585,3.0,1398539219
499,2183,3.0,1289960007
586,168252,5.0,1529899336
474,6944,2.0,1069084016
608,2001,3.5,1117491601
550,115713,4.5,1488728279
599,2078,3.0,1519120210
40,592,4.0,832058854
318,47200,3.0,1426361443
68,2083,3.0,1158534140
182,5463,0.5,1055151008
479,2017,3.0,1039362144
318,2355,3.5,1265573279
354,353,3.5,1200953102
262,57,3.0,840306644
100,2683,3.5,1100183767
226,37830,4.0,1159220184
597,2762,5.0,940360674
238,2067,5.0,1007931845
474,2020,4.0,1002928592
514,5704,2.0,1534112333
362,165101,3.5,1530637926
606,3910,4.0,1171362222
249,33646,3.5,1353800917
591,3897,3.0,972086497
111,181659,2.5,1517440686
91,3837,5.0,1112717402
425,858,3.5,1085477411
497,1193,5.0,1429127304
495,46970,3.5,1458636913
140,339,3.0,1085569715
213,912,3.5,1316197229
599,148626,3.0,1498629562
369,2021,3.0,1236830316
386,532,4.0,842613934
452,1517,5.0,1013396347
563,134853,4.0,1439932791
10,51662,3.0,1455356357
182,3635,4.0,1057525948
485,593,5.0,837943320
91,1125,3.5,1112716838
50,135887,1.0,1514239519
182,2009,4.0,1054780030
483,6942,3.5,1181496807
43,34,5.0,848993816
28,1953,4.0,1234338731
452,3704,5.0,1019580965
594,31433,4.5,1129084042
74,56782,4.5,1207499998
227,104913,4.0,1447210340
590,1562,2.0,1258422407
107,296,3.0,832003609
606,4022,3.5,1172927885
84,164,4.0,858771912
382,90647,3.5,1515249636
103,492,4.0,1431970359
80,63113,4.5,1377308497
217,2406,3.0,955941949
20,5679,3.5,1054037411
7,5349,3.5,1106636606
4,3911,3.0,986849149
182,1573,3.5,1054782226
47,3147,5.0,1496205029
68,1672,3.5,1269122808
601,99114,4.0,1521397830
448,7257,2.0,1119778206
122,608,5.0,1461561468
200,5418,4.0,1229878516
312,1130,4.0,1043176290
414,2706,5.0,961436469
84,62,4.0,857653240
183,1196,4.0,992331144
89,100390,2.0,1520408725
23,7123,4.5,1107164119
99,228,3.0,829828005
597,1345,5.0,941640433
57,2232,1.0,965796686
368,1422,3.0,971276831
51,4437,5.0,1230931996
298,7022,3.0,1447597824
387,1089,4.5,1094875279
274,2003,4.5,1171944239
187,253,3.5,1161863909
57,1377,2.0,969754612
610,133802,4.0,1493849992
561,103228,3.5,1491094355
525,4816,4.0,1476476817
328,63082,3.0,1494207171
380,53121,2.0,1502223415
350,836,3.0,864941284
610,34437,4.0,1479544439
517,1250,0.5,1487958662
414,27808,3.5,1131989250
288,4062,3.0,979164215
219,2605,2.0,1194681157
322,318,4.0,1217675823
599,2336,3.5,1498501194
7,4018,4.0,1106712913
19,1968,2.0,965705917
474,5649,3.0,1066136293
111,160567,4.5,1516154665
140,1095,2.0,949666857
599,3176,3.0,1498524124
79,2076,4.0,975281520
603,930,4.0,953925308
288,1278,4.0,976120173
202,1201,5.0,974918508
437,1206,4.0,859721959
448,93287,3.0,1357029139
