userId,movieId,rating,timestamp
339,6869,4.0,1460184431
288,68358,3.5,1262706818
141,1704,3.5,1513129965
351,2624,3.5,1326209706
453,1120,4.0,972622830
115,3114,5.0,948322663
414,2321,5.0,961438248
579,2471,4.0,958879503
339,31410,5.0,1460183605
596,183635,3.5,1535709593
12,39,4.0,1247264471
73,6333,5.0,1464275206
165,5502,4.0,1046741616
414,4012,3.0,991144975
174,300,2.0,848487060
111,51935,3.0,1516144014
419,74750,4.5,1321658723
480,39234,3.5,1179163693
219,2716,4.0,1194686375
234,3176,4.0,1004407628
517,81845,3.5,1488397830
606,3005,3.5,1171379690
232,5574,3.5,1218165220
249,7439,3.0,1415415767
381,2918,4.5,1165975910
145,316,2.0,832105216
317,44665,2.0,1430366469
185,223,4.0,1044311144
37,344,5.0,845239426
603,2580,4.0,953926088
373,207,3.0,846830439
606,5072,3.5,1171500518
444,97,5.0,839310140
585,428,5.0,1307416406
555,2148,2.0,978822740
226,5582,2.5,1097545277
217,3107,4.0,955936050
610,114795,2.5,1493847994
66,1625,4.5,1099187514
211,1196,4.5,1350913287
339,8950,4.0,1503953598
57,515,4.0,972173777
288,1125,4.0,976120241
428,4270,1.0,1111623482
202,2949,4.0,974921308
307,1973,2.0,1186172953
600,8981,3.5,1237713681
599,1171,3.0,1498523415
356,104,3.0,1232430472
183,2058,4.0,992331702
256,4734,3.5,1447001070
232,46965,2.0,1218170813
50,1370,3.0,1514238395
294,1021,1.0,966596327
295,1193,5.0,1320064817
105,172585,5.0,1526207575
555,2717,2.0,978823310
387,2160,4.5,1094877032
42,3448,5.0,996214917
351,30707,3.5,1325979998
220,780,4.0,1230055664
608,2827,2.0,1117507093
412,1797,5.0,939114868
275,235,5.0,1049076508
247,919,4.0,1467661173
232,69640,4.0,1247190951
372,188,2.0,874415603
168,48738,4.5,1306801919
580,208,4.0,1167792953
19,3692,3.0,965702660
462,2683,3.5,1154037902
219,4876,1.5,1198782654
265,491,3.0,965318146
40,367,4.0,832059676
356,34523,2.0,1229139671
187,44191,3.5,1161849415
580,6770,3.5,1167790427
24,1396,4.0,1458941841
438,7090,5.0,1105650007
15,89745,2.0,1510572842
352,3147,5.0,1493673534
428,5349,3.0,1111489223
294,2060,2.0,966596542
560,6155,2.5,1469649259
596,3977,3.0,1535708363
89,33004,3.0,1520408535
361,6365,3.0,1204048003
307,39234,2.5,1186257903
186,2082,4.0,1031072545
19,3483,2.0,965704652
182,527,4.0,1054781427
481,1586,3.0,884773814
184,165639,4.0,1537108004
50,1198,3.5,1527106209
274,111,3.0,1171409239
166,50,5.0,1188774404
217,2080,3.0,955942646
489,5943,0.5,1333657061
448,6104,4.0,1168120566
564,46976,2.5,1478451493
409,2710,2.0,968978115
42,3261,2.0,996218816
12,2485,5.0,1247264406
608,5944,2.5,1117415691
445,5995,3.5,1454621996
22,4017,4.0,1268727100
517,1010,3.0,1487954433
68,5010,4.0,1158532244
380,2402,4.0,1494804252
117,454,3.0,844162850
305,50,5.0,1460134079
57,1092,2.0,969755101
387,4228,2.0,1095117373
318,2925,3.5,1340989349
438,1840,3.0,1105671091
485,590,5.0,837943215
353,553,4.0,831939806
68,47999,4.5,1332628638
525,1282,3.5,1476480434
411,180,2.0,835533423
448,92008,2.5,1356729800
234,4239,3.0,1004407598
474,6327,3.5,1138486464
415,1580,3.5,1382470352
45,2571,5.0,950718872
610,457,4.5,1479545836
438,5414,3.5,1105654266
169,3594,5.0,1070251166
608,1653,5.0,1117162487
483,79132,5.0,1281384288
599,4587,1.5,1519138525
610,94867,3.5,1493848703
346,17,4.0,1155066710
436,293,3.0,833529729
438,4995,4.0,1105650222
509,37386,2.0,1435994752
96,2115,5.0,964772610
600,2500,1.0,1237760455
202,3635,4.0,974918892
21,94677,4.0,1427558669
169,1136,5.0,1059427872
68,8784,4.5,1158532121
599,5463,2.5,1498517351
607,3476,5.0,963079559
177,1212,3.0,1435535282
331,106920,4.0,1537158157
610,66943,3.5,1493848892
606,6238,4.0,1171822674
608,2335,2.5,1117505193
534,60074,3.0,1459787997
528,3821,2.0,1391734630
68,2115,4.0,1271544860
487,4878,4.0,1428574246
380,27822,4.0,1494267919
187,7387,4.0,1161849718
448,7706,4.5,1097752197
156,4734,3.0,1106853895
249,4369,3.5,1415415356
586,58105,4.0,1529901595
483,3155,2.5,1215898424
516,480,4.0,994624770
474,1926,3.0,1078151726
294,1373,3.0,966634266
599,47610,2.5,1498514899
448,100304,3.0,1391975427
387,6281,3.5,1117430507
89,136341,5.0,1520409192
368,3710,1.0,975830236
487,5418,2.0,1428574239
103,53125,4.5,1431969172
312,2710,3.0,1043176272
280,86817,4.0,1348533431
353,457,5.0,831940127
473,2959,4.0,1169351751
596,59549,4.0,1535828639
380,122924,3.0,1495476114
606,7037,4.5,1171325644
137,6987,3.0,1204859200
567,164179,4.0,1525284805
346,1625,2.5,1094645736
577,3035,5.0,945966158
275,3089,4.0,1049078271
307,908,4.0,1198813463
19,2763,4.0,965711106
603,1346,4.0,953925705
232,2841,4.0,1165733043
354,8361,3.0,1200953356
286,1625,4.0,1119561408
249,114935,4.0,1437317092
140,3836,4.0,1055092266
610,2000,5.0,1479545248
380,3471,3.0,1494803569
106,5349,3.5,1467360748
82,6377,3.5,1084466267
362,81417,3.0,1530638489
177,91630,3.5,1435525468
600,2712,3.0,1237713206
99,22,4.0,829828005
210,34397,3.0,1513943473
599,54503,2.5,1498517331
182,4723,2.5,1063649037
209,2028,4.0,1524522191
603,4223,3.0,1000194420
345,1214,5.0,1342828521
365,6502,2.0,1488333590
339,30812,5.0,1460182198
368,540,2.0,971277279
607,3755,5.0,964743155
257,112,3.5,1141625616
47,2407,2.0,1496206799
489,1580,3.0,1334170377
489,2710,2.5,1333101654
24,593,4.5,1458941983
135,1917,1.0,1009691761
374,1350,5.0,849089401
212,8665,3.0,1523216869
63,104069,4.0,1443201016
462,4993,4.5,1123892035
202,1292,3.0,974923720
